Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,PKMade,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,SbortCmp,ShortAtt,ShortCmp%,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,3-Jan,PPA,CrsPA,Prog,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWon,AerialLost,AerialWon%
178,Kevin Ellis\Kevin-Ellis,us USA,DFFW,D.C. United,26,1991,2,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,12,18,66.7,189,56,0,2,0,11,14,78.6,1,2,50,0,0,0,0,0,0,0,2,15,3,0,0,0,0,0,0,0,0,0,12,2,4,2,12,1,3,0,12,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,2,4,50,2,8,1,12.5,7,1,0,3,2,0,1,1,2,0,30,10,14,14,4,1,28,0,1,0,0,0,13,45,19,13,11,84.6,2,0,1,0,0,0,0,0,7,0,1,0
179,Kevin Ellis\Kevin-Ellis,us USA,DF,Chicago,26,1991,20,19,1531,2,3,0,0,3,0,0.12,0.18,0.29,0.12,0.29,0.7,0.7,1,0.04,0.06,0.1,0.04,0.1,0,0,9,3,0,33.3,0.53,0.18,0.22,0.67,0.7,0.7,0.08,1.3,1.3,651,805,80.9,13097,4100,7,17,41.2,484,546,88.6,160,242,66.1,3,1,2,9,48,7,3,74,699,106,16,1,127,32,18,0,0,0,0,504,119,182,74,581,41,90,6,651,3,19,10,15,18,1.06,14,2,1,1,0,5,0.29,3,0,1,1,0,0,38,19,22,14,2,15,35,42.9,20,260,81,31.2,146,96,18,20,5,0,15,35,63,0,981,69,364,516,173,17,883,15,23,65.2,15,0,610,3369,1895,620,579,93.4,12,8,16,13,1,0,1,0,150,21,16,56.8
180,Marcus Epps\Marcus-Epps,us USA,FW,Philadelphia,23,1995,13,8,606,1,0,0,0,0,0,0.15,0,0.15,0.15,0.15,1.5,1.5,0.6,0.22,0.09,0.31,0.22,0.31,0,0,10,2,0,20,1.49,0.3,0.1,0.5,1.5,1.5,0.15,-0.5,-0.5,187,256,73,3130,814,2,11,18.2,156,196,79.6,29,49,59.2,0,0.6,-0.6,5,11,4,2,22,242,14,0,0,39,6,12,0,0,0,0,177,40,39,24,193,16,13,0,187,0,4,6,13,22,3.27,18,0,2,2,0,3,0.45,3,0,0,0,0,0,14,6,3,10,1,9,15,60,6,153,33,21.6,41,82,30,12,1,0,11,4,2,0,348,4,40,156,180,34,334,10,28,35.7,13,0,249,1677,909,335,247,73.7,11,14,3,7,1,0,0,0,48,11,12,47.8
181,Magnus Eriksson\Magnus-Eriksson,se SWE,MFFW,San Jose,27,1990,32,29,2484,6,3,3,3,2,0,0.22,0.11,0.33,0.11,0.22,5.1,2.9,4.3,0.19,0.16,0.34,0.1,0.26,3,3,49,17,3,34.7,1.78,0.62,0.06,0.18,5.1,2.9,0.06,0.9,0.1,841,1247,67.4,15621,5262,7,38,18.4,654,812,80.5,180,397,45.3,3,4.3,-1.3,59,81,55,10,174,1079,168,59,2,258,60,152,77,0,0,0,774,151,322,896,247,55,30,5,841,7,27,25,41,97,3.51,74,16,2,2,3,9,0.33,5,3,0,0,1,0,29,19,11,12,6,13,58,22.4,45,494,101,20.4,140,238,116,30,1,0,29,28,24,1,1563,30,204,719,741,72,1412,25,55,45.5,27,3,1118,6212,3143,1313,1098,83.6,51,32,36,81,4,2,1,0,182,18,29,38.3
182,Fidel Escobar\Fidel-Escobar,pa PAN,DF,NY Red Bulls,23,1995,6,4,375,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.06,0,0.06,0.06,0.06,0,0,4,1,0,25,0.96,0.24,0,0,0.3,0.3,0.07,-0.3,-0.3,126,182,69.2,2449,1229,0,2,0,92,112,82.1,34,68,50,0,0,0,0,7,0,0,14,172,10,9,0,23,2,1,0,0,0,0,95,22,65,15,131,27,1,2,126,1,4,3,2,1,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,4,1,6,9,66.7,3,21,9,42.9,14,5,2,1,1,0,0,11,20,0,225,26,119,107,13,4,215,0,0,,0,0,105,526,335,101,98,97,1,3,2,2,0,0,0,0,77,9,5,64.3
183,Franco Escobar\Franco-Escobar,ar ARG,DF,Atlanta,22,1995,22,20,1788,1,0,0,0,7,0,0.05,0,0.05,0.05,0.05,1.1,1.1,1.1,0.06,0.05,0.11,0.06,0.11,0,0,14,3,0,21.4,0.7,0.15,0.07,0.33,1.1,1.1,0.08,-0.1,-0.1,984,1162,84.7,17983,5123,10,40,25,796,888,89.6,178,234,76.1,0,1.1,-1.1,14,69,15,4,105,999,163,13,0,114,15,24,0,0,0,0,805,158,199,89,836,60,150,4,984,2,12,13,40,27,1.36,24,0,1,2,0,3,0.15,3,0,0,0,0,0,47,30,35,6,6,19,43,44.2,24,227,61,26.9,136,61,30,43,5,0,38,43,33,0,1373,59,434,656,381,50,1212,22,28,78.6,23,1,877,4494,2777,899,848,94.3,10,26,31,15,3,0,1,0,199,31,21,59.6
184,Roger Espinoza\Roger-Espinoza,hn HON,MF,Sporting KC,31,1986,32,32,2820,3,6,0,0,9,1,0.1,0.19,0.29,0.1,0.29,2.7,2.7,5.3,0.09,0.17,0.26,0.09,0.26,0,0,46,11,0,23.9,1.47,0.35,0.07,0.27,2.7,2.7,0.06,-0.7,0.3,1335,1614,82.7,29387,8020,19,38,50,886,1036,85.5,430,540,79.6,6,5.3,0.7,55,217,57,11,205,1574,40,18,6,296,87,27,0,0,0,0,1116,174,324,1271,230,76,15,6,1335,2,43,28,27,110,3.63,95,3,2,3,7,12,0.4,11,0,0,1,0,0,71,44,19,40,12,19,56,33.9,37,621,167,26.9,150,308,163,36,6,0,30,51,23,1,1957,36,283,1089,723,57,1921,25,48,52.1,25,1,1470,7654,4219,1570,1431,91.1,35,36,65,49,0,0,1,0,290,20,24,45.5
185,Derrick Etienne\Derrick-Etienne,ht HAI,FW,NY Red Bulls,21,1996,30,9,970,5,0,0,1,1,0,0.46,0,0.46,0.46,0.46,7,6.2,1.3,0.65,0.12,0.77,0.58,0.7,0,1,34,16,0,47.1,3.15,1.48,0.15,0.31,7,6.2,0.18,-2,-1.2,209,324,64.5,3149,1024,3,19,15.8,183,249,73.5,23,56,41.1,0,1.3,-1.3,15,12,13,3,34,299,25,3,4,60,4,23,1,0,0,0,222,48,54,67,229,6,12,5,209,3,7,18,20,32,2.97,25,0,5,0,2,4,0.37,2,0,2,0,0,0,12,5,5,3,4,4,13,30.8,9,234,60,25.6,38,90,106,13,0,0,13,6,4,1,509,7,46,145,341,87,485,27,46,58.7,30,1,405,2435,1347,610,367,60.2,37,36,13,24,16,0,0,0,72,6,9,40
186,Fabinho\Fabinho,br BRA,DF,Philadelphia,32,1985,11,8,715,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0,0.06,0.06,0,0.06,0,0,1,0,0,0,0.13,0,0,,0,0,0.02,0,0,254,337,75.4,4637,1426,1,7,14.3,203,236,86,50,94,53.2,0,0.4,-0.4,4,15,3,2,28,266,71,6,1,38,8,26,0,0,0,0,185,54,98,242,13,15,65,0,254,4,3,6,9,7,0.88,6,0,1,0,0,0,0,0,0,0,0,0,0,7,5,6,1,0,7,15,46.7,8,96,15,15.6,51,37,8,13,1,0,12,18,13,1,414,18,122,198,126,6,345,8,11,72.7,8,0,262,1727,942,238,222,93.3,15,9,9,8,1,0,1,0,65,4,8,33.3
187,Diego Fagúndez\Diego-Fagundez,uy URU,MFFW,New England,22,1995,33,30,2661,9,8,1,2,9,0,0.3,0.27,0.57,0.27,0.54,7,5.5,7.8,0.24,0.26,0.5,0.18,0.45,1,2,66,29,5,43.9,2.23,0.98,0.12,0.28,7,5.5,0.08,2,2.5,758,1109,68.3,14919,5363,7,36,19.4,559,687,81.4,192,386,49.7,8,7.8,0.2,88,85,58,11,188,838,271,72,7,136,87,189,143,0,0,0,678,120,311,50,1004,26,17,8,758,10,29,21,41,140,4.74,78,45,9,4,4,13,0.44,8,3,0,1,1,0,18,9,3,11,4,7,37,18.9,30,659,135,20.5,72,292,295,36,3,0,33,16,5,0,1478,10,83,568,943,142,1211,39,86,45.3,46,2,975,7159,3746,1269,913,71.9,65,68,31,35,7,0,0,0,182,4,15,21.1
188,Rod Fanni\Rod-Fanni,fr FRA,DF,Montreal,36,1981,26,26,2289,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04,0.3,0.3,0.2,0.01,0.01,0.02,0.01,0.02,0,0,4,2,0,50,0.16,0.08,0.25,0.5,0.3,0.3,0.08,0.7,0.7,1040,1217,85.5,24292,8474,12,27,44.4,623,680,91.6,405,510,79.4,0,0.2,-0.2,2,82,3,1,51,1165,52,51,1,133,39,1,0,0,0,0,937,95,185,27,1127,49,1,1,1040,1,32,21,15,8,0.31,8,0,0,0,0,0,0,0,0,0,0,0,0,29,22,23,6,0,14,25,56,11,211,77,36.5,156,46,9,40,14,0,26,93,114,4,1462,180,871,624,41,11,1413,16,18,88.9,16,0,941,4429,2001,951,927,97.5,9,12,16,20,1,0,0,0,238,25,17,59.5
189,Marco Farfan\Marco-Farfan,us USA,DFFW,Portland,19,1998,11,6,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.07,0.07,0,0.07,0,0,0,0,0,,0,0,,,0,0,,0,0,189,253,74.7,3244,1312,1,7,14.3,160,196,81.6,28,50,56,0,0.4,-0.4,4,8,5,1,23,219,34,0,0,44,0,9,0,0,0,0,166,32,55,164,31,21,34,0,189,1,7,3,10,8,1.4,8,0,0,0,0,0,0,0,0,0,0,0,0,25,10,14,7,4,10,17,58.8,7,86,23,26.7,60,18,8,17,0,0,17,19,16,2,340,38,116,135,114,7,306,3,7,42.9,5,1,196,1163,654,200,178,89,10,5,10,5,0,0,0,0,60,5,5,50
190,Andrew Farrell\Andrew-Farrell,us USA,DF,New England,25,1992,31,30,2701,2,2,0,0,2,0,0.07,0.07,0.13,0.07,0.13,0.6,0.6,1.9,0.02,0.06,0.08,0.02,0.08,0,0,11,3,0,27.3,0.37,0.1,0.18,0.67,0.6,0.6,0.05,1.4,1.4,1165,1638,71.1,24902,11835,10,42,23.8,835,1043,80.1,320,553,57.9,2,1.9,0.1,30,134,44,15,304,1285,353,35,2,211,68,62,0,0,0,0,748,381,509,72,1085,141,318,4,1165,5,45,33,47,49,1.63,44,2,2,0,1,3,0.1,2,0,0,0,1,0,67,34,46,18,3,38,78,48.7,40,360,90,25,213,116,31,43,12,0,31,41,130,2,1967,139,582,959,532,23,1622,19,30,63.3,20,1,1029,5828,3451,1051,965,91.8,28,23,12,21,1,0,0,1,370,28,25,52.8
191,Benny Feilhaber\Benny-Feilhaber,us USA,MF,Los Angeles FC,33,1985,34,32,2796,3,2,0,0,5,0,0.1,0.06,0.16,0.1,0.16,1.4,1.4,4.6,0.05,0.15,0.2,0.05,0.2,0,0,38,10,1,26.3,1.22,0.32,0.08,0.3,1.4,1.4,0.04,1.6,1.6,1797,2081,86.4,35488,10303,15,39,38.5,1329,1479,89.9,453,563,80.5,2,4.6,-2.6,42,206,50,3,241,1959,122,84,4,258,70,33,21,0,0,0,1686,152,243,92,1902,49,14,12,1797,7,30,41,35,104,3.44,86,10,2,2,4,7,0.23,6,0,0,0,1,0,74,53,41,23,10,30,67,44.8,37,387,101,26.1,139,167,81,30,3,0,27,34,21,2,2386,58,513,1446,599,43,2291,28,41,68.3,30,0,1803,8157,4176,1878,1799,95.8,31,44,44,76,0,0,1,0,298,14,9,60.9
192,Felipe\Felipe,br BRA,MF,Vancouver,27,1990,29,24,2204,1,2,0,0,4,0,0.04,0.08,0.12,0.04,0.12,1.1,1.1,3.7,0.05,0.15,0.19,0.05,0.19,0,0,24,8,3,33.3,0.98,0.33,0.04,0.13,1.1,1.1,0.05,-0.1,-0.1,1131,1423,79.5,23311,6536,11,22,50,809,904,89.5,311,497,62.6,2,3.7,-1.7,48,116,16,2,137,1232,191,109,9,176,75,114,70,0,0,0,988,110,325,130,1239,39,7,3,1131,12,18,16,14,77,3.14,37,35,2,0,3,7,0.29,5,2,0,0,0,0,52,39,30,18,4,22,67,32.8,45,662,138,20.8,268,330,64,49,11,0,38,37,29,0,1669,63,421,967,363,20,1494,10,13,76.9,10,1,1093,4940,2350,1174,1081,92.1,18,24,32,56,1,0,0,0,245,6,13,31.6
193,Luis Felipe\Luis-Felipe,br BRA,MF,San Jose,22,1996,13,11,974,0,1,0,0,4,0,0,0.09,0.09,0,0.09,0.3,0.3,0.3,0.03,0.03,0.06,0.03,0.06,0,0,7,1,0,14.3,0.65,0.09,0,0,0.3,0.3,0.05,-0.3,-0.3,464,529,87.7,8943,2287,4,12,33.3,347,385,90.1,113,132,85.6,1,0.3,0.7,7,51,4,0,52,519,10,9,1,107,13,2,0,0,0,0,433,40,56,413,87,22,1,0,464,0,5,10,8,13,1.2,13,0,0,0,0,1,0.09,1,0,0,0,0,0,37,21,21,13,3,14,34,41.2,20,234,48,20.5,77,134,23,25,2,0,23,27,15,0,649,29,176,419,98,8,641,6,8,75,6,0,429,2054,975,432,413,95.6,1,9,17,8,0,0,0,0,107,9,13,40.9
194,Rolf Feltscher\Rolf-Feltscher,ve VEN,DF,LA Galaxy,27,1990,15,15,1293,1,3,0,0,6,0,0.07,0.21,0.28,0.07,0.28,0.2,0.2,1.5,0.01,0.11,0.12,0.01,0.12,0,0,5,1,0,20,0.35,0.07,0.2,1,0.2,0.2,0.03,0.8,0.8,561,774,72.5,10928,4758,4,25,16,430,524,82.1,127,225,56.4,3,1.5,1.5,12,46,18,9,101,624,150,12,1,112,28,65,1,0,0,0,412,128,234,50,548,28,137,1,561,3,18,15,25,20,1.39,20,0,0,0,0,4,0.28,4,0,0,0,0,0,24,14,13,7,4,5,21,23.8,16,194,42,21.6,106,56,32,33,2,0,31,25,27,0,894,39,266,413,271,13,749,9,14,64.3,10,0,546,3054,1729,566,517,91.3,11,6,24,11,1,0,1,0,119,12,8,60
195,Gerso Fernandes\Gerso-Fernandes,gw GNB,FW,Sporting KC,26,1991,31,17,1598,5,4,0,0,1,0,0.28,0.23,0.51,0.28,0.51,5.7,5.7,3.7,0.32,0.21,0.53,0.32,0.53,0,0,38,17,0,44.7,2.14,0.96,0.13,0.29,5.7,5.7,0.15,-0.7,-0.7,385,513,75,5938,1174,3,26,11.5,352,422,83.4,30,65,46.2,4,3.7,0.3,25,6,19,7,43,489,24,1,2,114,13,54,4,0,0,0,397,44,72,423,54,10,18,5,385,2,13,10,31,62,3.49,42,2,12,3,3,10,0.56,5,0,3,1,1,0,22,16,11,9,2,7,31,22.6,24,380,94,24.7,124,150,106,14,3,0,11,15,5,0,751,14,93,182,514,139,727,35,60,58.3,37,3,626,4320,2728,793,560,70.6,61,29,31,26,8,1,0,0,95,4,19,17.4
196,Luiz Fernando\Luiz-Fernando,br BRA,MF,Minnesota,22,1995,11,6,577,0,0,0,0,7,1,0,0,0,0,0,0.1,0.1,0.1,0.02,0.02,0.04,0.02,0.04,0,0,5,1,0,20,0.78,0.16,0,0,0.1,0.1,0.03,-0.1,-0.1,213,254,83.9,4123,948,2,6,33.3,157,185,84.9,54,63,85.7,0,0.1,-0.1,2,12,1,0,18,248,6,6,0,26,5,1,0,0,0,0,212,11,31,27,217,8,0,0,213,1,4,4,5,6,0.94,6,0,0,0,0,1,0.16,1,0,0,0,0,0,26,18,14,9,3,9,19,47.4,10,182,45,24.7,74,93,15,17,1,0,16,23,11,0,345,18,103,197,60,7,339,2,3,66.7,2,0,205,1180,502,214,200,93.5,8,10,18,7,0,0,0,0,61,3,6,33.3
197,Jesus Ferreira\Jesus-Ferreira,us USA,FW,FC Dallas,17,2000,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,7.05,0,7.05,7.05,7.05,0,0,2,0,0,0,45,0,0,,0.3,0.3,0.16,-0.3,-0.3,2,3,66.7,17,8,0,0,,2,3,66.7,0,0,,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,5,2,40,0,4,1,0,0,0,0,0,0,0,6,0,0,3,4,2,6,0,0,,0,0,4,15,10,9,5,55.6,0,1,0,0,0,0,0,0,0,0,1,0
198,Maynor Figueroa\Maynor-Figueroa,hn HON,DF,FC Dallas,34,1983,16,11,1010,1,0,0,0,2,0,0.09,0,0.09,0.09,0.09,0.7,0.7,0.2,0.06,0.02,0.07,0.06,0.07,0,0,16,6,4,37.5,1.43,0.53,0.06,0.17,0.7,0.7,0.04,0.3,0.3,501,627,79.9,11121,4149,4,9,44.4,338,391,86.4,159,227,70,0,0.2,-0.2,3,52,6,2,61,571,56,7,3,86,32,9,0,0,0,0,408,80,139,478,43,49,49,0,501,4,14,10,7,11,0.98,8,3,0,0,0,1,0.09,1,0,0,0,0,0,23,11,16,6,1,7,23,30.4,16,86,24,27.9,58,26,2,24,6,0,18,28,66,2,777,71,336,384,103,9,717,4,7,57.1,5,0,454,2401,1503,475,461,97.1,6,4,9,3,0,0,0,1,123,13,5,72.2
199,Ethan Finlay\Ethan-Finlay,us USA,FW,Minnesota,27,1990,7,7,569,2,1,0,0,0,0,0.32,0.16,0.47,0.32,0.47,1.9,1.9,0.9,0.31,0.14,0.44,0.31,0.44,0,0,11,5,0,45.5,1.74,0.79,0.18,0.4,1.9,1.9,0.18,0.1,0.1,137,192,71.4,2249,752,2,9,22.2,114,148,77,21,35,60,1,0.9,0.1,6,8,8,4,21,186,6,1,2,49,4,19,0,0,0,0,124,34,34,28,141,15,5,1,137,1,6,2,8,10,1.58,9,0,0,1,0,2,0.32,2,0,0,0,0,0,10,5,6,3,1,2,7,28.6,5,146,28,19.2,46,57,43,10,0,0,10,8,2,0,268,3,41,101,143,33,263,2,13,15.4,4,1,190,1152,608,292,194,66.4,11,13,7,8,3,0,1,0,36,4,7,36.4
200,Oniel Fisher\Oniel-Fisher,jm JAM,DF,D.C. United,26,1991,24,20,1832,1,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1,1,1,1.3,0.05,0.06,0.11,0.05,0.11,0,0,14,1,0,7.1,0.69,0.05,0.07,1,1,1,0.07,0,0,867,1056,82.1,14210,5240,13,37,35.1,746,834,89.4,108,185,58.4,1,1.3,-0.3,9,53,8,4,80,874,182,10,1,143,8,41,0,0,0,0,696,175,185,284,545,47,172,3,867,2,21,8,32,23,1.13,15,0,0,3,5,1,0.05,1,0,0,0,0,0,32,14,25,4,3,14,26,53.8,12,317,77,24.3,211,74,32,36,8,0,28,36,56,0,1275,84,464,572,350,19,1099,12,29,41.4,13,1,844,5369,2646,827,748,90.4,22,20,17,25,1,0,1,0,195,13,15,46.4
201,Andrés Flores\Andres-Flores,sv SLV,MF,Portland,27,1990,26,11,1171,1,2,0,0,1,0,0.08,0.15,0.23,0.08,0.23,1.7,1.7,1.4,0.13,0.11,0.23,0.13,0.23,0,0,12,2,0,16.7,0.92,0.15,0.08,0.5,1.7,1.7,0.14,-0.7,-0.7,455,550,82.7,8250,2484,2,16,12.5,368,416,88.5,85,118,72,2,1.4,0.6,18,47,17,5,60,521,29,11,0,90,11,27,6,0,0,0,386,74,90,24,471,35,12,3,455,1,11,7,16,28,2.15,19,5,0,0,4,3,0.23,2,0,0,0,1,0,26,15,12,13,1,10,26,38.5,16,260,71,27.3,105,114,41,23,1,0,22,19,13,0,671,17,145,358,216,20,646,11,15,73.3,11,0,476,2553,1256,520,455,87.5,14,11,12,17,0,1,0,0,108,6,17,26.1
202,Anthony Fontana\Anthony-Fontana,us USA,MF,Philadelphia,18,1999,5,1,102,1,0,0,0,0,0,0.88,0,0.88,0.88,0.88,0.8,0.8,0.3,0.72,0.27,0.99,0.72,0.99,0,0,5,1,0,20,4.41,0.88,0.2,1,0.8,0.8,0.16,0.2,0.2,38,52,73.1,708,143,2,3,66.7,28,36,77.8,8,13,61.5,0,0.3,-0.3,4,5,1,0,5,47,5,0,0,7,1,3,2,0,0,0,39,4,9,6,44,0,2,0,38,0,1,1,2,9,7.94,5,1,1,1,1,0,0,0,0,0,0,0,0,3,3,0,2,1,0,2,0,2,33,8,24.2,6,14,13,4,0,0,4,4,0,0,72,1,8,35,32,9,67,1,1,100,1,0,54,187,76,49,44,89.8,4,1,5,2,0,0,0,0,12,0,0,
203,Andreu Fontàs\Andreu-Fontas,es ESP,DF,Sporting KC,28,1989,2,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,70,71,98.6,1506,449,0,0,,46,46,100,24,25,96,0,0,0,0,9,1,0,8,70,1,1,1,3,1,0,0,0,0,0,63,2,6,61,8,2,0,0,70,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,6,2,33.3,3,3,0,1,0,0,1,2,2,0,75,7,20,53,5,0,74,0,0,,0,0,60,293,206,59,59,100,0,0,1,2,0,0,0,0,9,0,1,0
204,Kortne Ford\Kortne-Ford,us USA,DF,Colorado,22,1996,15,14,1138,0,0,0,0,7,0,0,0,0,0,0,0.4,0.4,0.1,0.03,0.01,0.03,0.03,0.03,0,0,6,0,0,0,0.47,0,0,,0.4,0.4,0.06,-0.4,-0.4,475,592,80.2,9668,3620,1,7,14.3,352,400,88,122,185,65.9,0,0.1,-0.1,4,36,1,0,23,539,53,6,0,70,18,7,0,0,0,0,393,68,131,28,453,44,47,6,475,1,6,7,13,8,0.63,5,1,0,2,0,0,0,0,0,0,0,0,0,20,7,12,6,2,7,10,70,3,150,31,20.7,102,40,8,17,11,1,6,21,48,0,702,69,380,318,52,8,652,4,6,66.7,5,0,433,2201,1383,464,440,94.8,3,7,18,7,0,0,1,0,109,18,12,60
205,Waylon Francis\Waylon-Francis,cr CRC,DFFW,Seattle,27,1990,11,5,585,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1,0.01,0.17,0.18,0.01,0.18,0,0,2,0,0,0,0.31,0,0,,0,0,0.02,0,0,292,390,74.9,4835,2146,1,7,14.3,254,300,84.7,37,83,44.6,0,1.1,-1.1,9,18,12,6,57,327,63,7,2,65,10,27,0,0,0,0,238,72,80,276,32,20,56,0,292,2,11,11,9,13,2,12,1,0,0,0,1,0.15,1,0,0,0,0,0,17,5,8,6,3,4,11,36.4,7,91,16,17.6,52,23,16,9,2,0,7,20,18,0,470,14,111,229,162,8,407,3,6,50,3,0,295,1438,872,312,281,90.1,8,10,10,4,0,0,0,0,64,9,4,69.2
206,Sean Franklin\Sean-Franklin,us USA,DF,Vancouver,32,1985,11,9,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.08,0.08,0,0.08,0,0,1,0,0,0,0.11,0,0,,0,0,0.02,0,0,312,393,79.4,6287,3011,1,8,12.5,226,265,85.3,85,120,70.8,0,0.7,-0.7,6,32,6,4,67,307,86,7,0,46,7,20,0,0,0,0,204,94,95,46,231,32,79,2,312,1,9,10,12,12,1.3,10,1,0,0,1,0,0,0,0,0,0,0,0,8,6,5,2,1,2,15,13.3,13,167,34,20.4,108,52,7,14,2,1,12,10,36,0,473,42,149,227,109,1,388,3,9,33.3,3,0,235,1099,589,237,224,94.5,2,5,12,2,0,0,1,0,94,8,7,53.3
207,Liam Fraser\Liam-Fraser,ca CAN,MFFW,Toronto FC,19,1998,10,7,614,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.02,0.01,0.03,0.02,0.03,0,0,5,2,0,40,0.73,0.29,0,0,0.1,0.1,0.03,-0.1,-0.1,408,456,89.5,8836,2063,0,4,0,282,305,92.5,126,147,85.7,0,0,0,2,51,3,0,47,436,20,15,1,81,25,5,4,0,0,0,356,39,61,50,389,14,0,2,408,1,8,8,5,13,1.91,11,1,0,0,1,0,0,0,0,0,0,0,0,14,11,6,7,1,5,13,38.5,8,108,31,28.7,48,48,12,7,2,0,5,10,17,0,514,11,124,310,103,2,496,8,9,88.9,8,0,373,1175,459,400,386,96.5,2,3,10,6,0,0,1,0,59,6,7,46.2
208,Stefan Frei\Stefan-Frei,ch SUI,GK,Seattle,31,1986,33,33,2970,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,801,1183,67.7,27985,17944,0,0,,266,269,98.9,535,914,58.5,0,0,0,0,11,0,0,0,762,421,102,0,61,28,0,0,0,0,0,509,79,595,153,798,0,0,172,801,2,32,3,3,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,2,0,0,1,0,0,1,3,2,2,1258,1139,1255,5,1,0,841,0,0,,0,0,573,3311,1581,438,437,99.8,0,0,0,3,0,0,0,0,194,0,0,
209,Alejandro Fuenmayor\Alejandro-Fuenmayor,ve VEN,DF,Houston,21,1996,22,21,1762,3,1,0,0,7,1,0.15,0.05,0.2,0.15,0.2,1.1,1.1,0.3,0.05,0.01,0.07,0.05,0.07,0,0,7,4,0,57.1,0.36,0.2,0.43,0.75,1.1,1.1,0.15,1.9,1.9,705,862,81.8,16925,5984,5,8,62.5,409,464,88.1,291,390,74.6,1,0.3,0.7,4,45,2,0,41,837,25,21,0,81,47,3,0,0,0,0,630,63,169,137,663,42,4,2,705,2,17,14,5,8,0.41,8,0,0,0,0,0,0,0,0,0,0,0,0,39,19,32,6,1,12,38,31.6,26,175,58,33.1,124,45,6,38,20,1,18,66,98,1,1077,113,649,472,47,15,1053,4,10,40,5,0,675,3901,2273,658,650,98.8,4,4,29,8,1,0,3,2,178,26,14,65
210,Gilbert Fuentes\Gilbert-Fuentes,us USA,MF,San Jose,15,2002,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,3,3,100,42,0,0,0,,3,3,100,0,0,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,3,0,0,,0,0,3,10,0,3,3,100,0,0,1,0,0,0,0,0,0,0,0,
